fan_id,name,service_type,arrival_time
718,Fan718,Ticket Purchase,11:59:30
719,Fan719,Merchandise,11:59:45
720,Fan720,Merchandise,12:00:00
721,Fan721,Ticket Purchase,12:00:15
722,Fan722,Merchandise,12:00:30
723,Fan723,Info Desk,12:00:45
724,Fan724,Info Desk,12:01:00
725,Fan725,Ticket Purchase,12:01:15
726,Fan726,Info Desk,12:01:30
727,Fan727,Merchandise,12:01:45
728,Fan728,Will Call,12:02:00
729,Fan729,Info Desk,12:02:15
730,Fan730,Ticket Purchase,12:02:30
731,Fan731,Info Desk,12:02:45
732,Fan732,Will Call,12:03:00
733,Fan733,Merchandise,12:03:15
734,Fan734,Info Desk,12:03:30
735,Fan735,Will Call,12:03:45
736,Fan736,Will Call,12:04:00
737,Fan737,Ticket Purchase,12:04:15
738,Fan738,Merchandise,12:04:30
739,Fan739,Will Call,12:04:45
740,Fan740,Will Call,12:05:00
741,Fan741,Will Call,12:05:15
742,Fan742,Will Call,12:05:30
743,Fan743,Info Desk,12:05:45
744,Fan744,Will Call,12:06:00
745,Fan745,Merchandise,12:06:15
746,Fan746,Merchandise,12:06:30
747,Fan747,Ticket Purchase,12:06:45
748,Fan748,Info Desk,12:07:00
749,Fan749,Merchandise,12:07:15
750,Fan750,Merchandise,12:07:30
751,Fan751,Info Desk,12:07:45
752,Fan752,Will Call,12:08:00
753,Fan753,Info Desk,12:08:15
754,Fan754,Merchandise,12:08:30
755,Fan755,Will Call,12:08:45
756,Fan756,Will Call,12:09:00
757,Fan757,Merchandise,12:09:15
758,Fan758,Ticket Purchase,12:09:30
759,Fan759,Merchandise,12:09:45
760,Fan760,Ticket Purchase,12:10:00
761,Fan761,Info Desk,12:10:15
762,Fan762,Ticket Purchase,12:10:30
763,Fan763,Will Call,12:10:45
764,Fan764,Info Desk,12:11:00
765,Fan765,Will Call,12:11:15
766,Fan766,Will Call,12:11:30
767,Fan767,Info Desk,12:11:45
768,Fan768,Info Desk,12:12:00
769,Fan769,Will Call,12:12:15
770,Fan770,Will Call,12:12:30
771,Fan771,Info Desk,12:12:45
772,Fan772,Will Call,12:13:00
773,Fan773,Info Desk,12:13:15
774,Fan774,Info Desk,12:13:30
775,Fan775,Will Call,12:13:45
776,Fan776,Info Desk,12:14:00
777,Fan777,Info Desk,12:14:15
778,Fan778,Will Call,12:14:30
779,Fan779,Will Call,12:14:45
780,Fan780,Merchandise,12:15:00
781,Fan781,Will Call,12:15:15
782,Fan782,Merchandise,12:15:30
783,Fan783,Will Call,12:15:45
784,Fan784,Merchandise,12:16:00
785,Fan785,Will Call,12:16:15
786,Fan786,Merchandise,12:16:30
787,Fan787,Will Call,12:16:45
788,Fan788,Info Desk,12:17:00
789,Fan789,Ticket Purchase,12:17:15
790,Fan790,Info Desk,12:17:30
791,Fan791,Merchandise,12:17:45
792,Fan792,Ticket Purchase,12:18:00
793,Fan793,Ticket Purchase,12:18:15
794,Fan794,Ticket Purchase,12:18:30
795,Fan795,Ticket Purchase,12:18:45
796,Fan796,Merchandise,12:19:00
797,Fan797,Info Desk,12:19:15
798,Fan798,Will Call,12:19:30
799,Fan799,Merchandise,12:19:45
800,Fan800,Ticket Purchase,12:20:00
801,Fan801,Info Desk,12:20:15
802,Fan802,Info Desk,12:20:30
803,Fan803,Ticket Purchase,12:20:45
804,Fan804,Merchandise,12:21:00
805,Fan805,Ticket Purchase,12:21:15
806,Fan806,Will Call,12:21:30
807,Fan807,Ticket Purchase,12:21:45
808,Fan808,Will Call,12:22:00
809,Fan809,Merchandise,12:22:15
810,Fan810,Info Desk,12:22:30
811,Fan811,Info Desk,12:22:45
812,Fan812,Ticket Purchase,12:23:00
813,Fan813,Merchandise,12:23:15
814,Fan814,Ticket Purchase,12:23:30
815,Fan815,Info Desk,12:23:45
816,Fan816,Ticket Purchase,12:24:00
817,Fan817,Ticket Purchase,12:24:15
818,Fan818,Merchandise,12:24:30
819,Fan819,Ticket Purchase,12:24:45
820,Fan820,Ticket Purchase,12:25:00
821,Fan821,Ticket Purchase,12:25:15
822,Fan822,Ticket Purchase,12:25:30
823,Fan823,Info Desk,12:25:45
824,Fan824,Merchandise,12:26:00
825,Fan825,Will Call,12:26:15
826,Fan826,Ticket Purchase,12:26:30
827,Fan827,Will Call,12:26:45
828,Fan828,Info Desk,12:27:00
829,Fan829,Ticket Purchase,12:27:15
830,Fan830,Merchandise,12:27:30
831,Fan831,Will Call,12:27:45
832,Fan832,Ticket Purchase,12:28:00
833,Fan833,Will Call,12:28:15
834,Fan834,Ticket Purchase,12:28:30
835,Fan835,Info Desk,12:28:45
836,Fan836,Merchandise,12:29:00
837,Fan837,Merchandise,12:29:15
838,Fan838,Ticket Purchase,12:29:30
839,Fan839,Info Desk,12:29:45
840,Fan840,Info Desk,12:30:00
841,Fan841,Info Desk,12:30:15
842,Fan842,Info Desk,12:30:30
843,Fan843,Info Desk,12:30:45
844,Fan844,Ticket Purchase,12:31:00
845,Fan845,Merchandise,12:31:15
846,Fan846,Will Call,12:31:30
847,Fan847,Info Desk,12:31:45
848,Fan848,Will Call,12:32:00
849,Fan849,Will Call,12:32:15
850,Fan850,Info Desk,12:32:30
851,Fan851,Info Desk,12:32:45
852,Fan852,Info Desk,12:33:00
853,Fan853,Info Desk,12:33:15
854,Fan854,Ticket Purchase,12:33:30
855,Fan855,Merchandise,12:33:45
856,Fan856,Info Desk,12:34:00
857,Fan857,Merchandise,12:34:15
858,Fan858,Will Call,12:34:30
859,Fan859,Info Desk,12:34:45
860,Fan860,Will Call,12:35:00
861,Fan861,Info Desk,12:35:15
862,Fan862,Ticket Purchase,12:35:30
863,Fan863,Ticket Purchase,12:35:45
864,Fan864,Will Call,12:36:00
865,Fan865,Ticket Purchase,12:36:15
866,Fan866,Info Desk,12:36:30
867,Fan867,Ticket Purchase,12:36:45
868,Fan868,Ticket Purchase,12:37:00
869,Fan869,Info Desk,12:37:15
870,Fan870,Ticket Purchase,12:37:30
871,Fan871,Ticket Purchase,12:37:45
872,Fan872,Merchandise,12:38:00
873,Fan873,Info Desk,12:38:15
874,Fan874,Ticket Purchase,12:38:30
875,Fan875,Merchandise,12:38:45
876,Fan876,Merchandise,12:39:00
877,Fan877,Info Desk,12:39:15
878,Fan878,Ticket Purchase,12:39:30
879,Fan879,Ticket Purchase,12:39:45
880,Fan880,Ticket Purchase,12:40:00
881,Fan881,Merchandise,12:40:15
882,Fan882,Merchandise,12:40:30
883,Fan883,Info Desk,12:40:45
884,Fan884,Info Desk,12:41:00
885,Fan885,Ticket Purchase,12:41:15
886,Fan886,Merchandise,12:41:30
887,Fan887,Ticket Purchase,12:41:45
888,Fan888,Will Call,12:42:00
889,Fan889,Merchandise,12:42:15
890,Fan890,Merchandise,12:42:30
891,Fan891,Info Desk,12:42:45
892,Fan892,Ticket Purchase,12:43:00
893,Fan893,Merchandise,12:43:15
894,Fan894,Ticket Purchase,12:43:30
895,Fan895,Info Desk,12:43:45
896,Fan896,Will Call,12:44:00
897,Fan897,Will Call,12:44:15
898,Fan898,Ticket Purchase,12:44:30
899,Fan899,Merchandise,12:44:45
900,Fan900,Merchandise,12:45:00
901,Fan901,Ticket Purchase,12:45:15
902,Fan902,Ticket Purchase,12:45:30
903,Fan903,Ticket Purchase,12:45:45
904,Fan904,Info Desk,12:46:00
905,Fan905,Ticket Purchase,12:46:15
906,Fan906,Merchandise,12:46:30
907,Fan907,Merchandise,12:46:45
908,Fan908,Merchandise,12:47:00
909,Fan909,Will Call,12:47:15
910,Fan910,Merchandise,12:47:30
911,Fan911,Will Call,12:47:45
912,Fan912,Will Call,12:48:00
913,Fan913,Info Desk,12:48:15
914,Fan914,Info Desk,12:48:30
915,Fan915,Info Desk,12:48:45
916,Fan916,Ticket Purchase,12:49:00
917,Fan917,Info Desk,12:49:15
918,Fan918,Ticket Purchase,12:49:30
919,Fan919,Merchandise,12:49:45
920,Fan920,Merchandise,12:50:00
921,Fan921,Merchandise,12:50:15
922,Fan922,Merchandise,12:50:30
923,Fan923,Merchandise,12:50:45
924,Fan924,Ticket Purchase,12:51:00
925,Fan925,Will Call,12:51:15
926,Fan926,Ticket Purchase,12:51:30
927,Fan927,Merchandise,12:51:45
928,Fan928,Will Call,12:52:00
929,Fan929,Merchandise,12:52:15
930,Fan930,Info Desk,12:52:30
931,Fan931,Info Desk,12:52:45
932,Fan932,Merchandise,12:53:00
933,Fan933,Merchandise,12:53:15
934,Fan934,Merchandise,12:53:30
935,Fan935,Info Desk,12:53:45
936,Fan936,Info Desk,12:54:00
937,Fan937,Merchandise,12:54:15
938,Fan938,Will Call,12:54:30
939,Fan939,Will Call,12:54:45
940,Fan940,Will Call,12:55:00
941,Fan941,Info Desk,12:55:15
942,Fan942,Merchandise,12:55:30
943,Fan943,Will Call,12:55:45
944,Fan944,Info Desk,12:56:00
945,Fan945,Ticket Purchase,12:56:15
946,Fan946,Ticket Purchase,12:56:30
947,Fan947,Info Desk,12:56:45
948,Fan948,Ticket Purchase,12:57:00
949,Fan949,Ticket Purchase,12:57:15
950,Fan950,Will Call,12:57:30
951,Fan951,Merchandise,12:57:45
952,Fan952,Ticket Purchase,12:58:00
953,Fan953,Merchandise,12:58:15
954,Fan954,Ticket Purchase,12:58:30
955,Fan955,Info Desk,12:58:45
956,Fan956,Merchandise,12:59:00
957,Fan957,Will Call,12:59:15
958,Fan958,Info Desk,12:59:30
959,Fan959,Will Call,12:59:45
960,Fan960,Ticket Purchase,13:00:00
961,Fan961,Info Desk,13:00:15
962,Fan962,Ticket Purchase,13:00:30
963,Fan963,Merchandise,13:00:45
964,Fan964,Will Call,13:01:00
965,Fan965,Ticket Purchase,13:01:15
966,Fan966,Info Desk,13:01:30
967,Fan967,Ticket Purchase,13:01:45
968,Fan968,Will Call,13:02:00
969,Fan969,Info Desk,13:02:15
970,Fan970,Ticket Purchase,13:02:30
971,Fan971,Info Desk,13:02:45
972,Fan972,Ticket Purchase,13:03:00
973,Fan973,Will Call,13:03:15
974,Fan974,Info Desk,13:03:30
975,Fan975,Merchandise,13:03:45
976,Fan976,Ticket Purchase,13:04:00
977,Fan977,Info Desk,13:04:15
978,Fan978,Info Desk,13:04:30
979,Fan979,Info Desk,13:04:45
980,Fan980,Ticket Purchase,13:05:00
981,Fan981,Info Desk,13:05:15
982,Fan982,Merchandise,13:05:30
983,Fan983,Info Desk,13:05:45
984,Fan984,Will Call,13:06:00
985,Fan985,Info Desk,13:06:15
986,Fan986,Info Desk,13:06:30
987,Fan987,Will Call,13:06:45
988,Fan988,Will Call,13:07:00
989,Fan989,Will Call,13:07:15
990,Fan990,Info Desk,13:07:30
991,Fan991,Will Call,13:07:45
992,Fan992,Merchandise,13:08:00
993,Fan993,Ticket Purchase,13:08:15
994,Fan994,Will Call,13:08:30
995,Fan995,Info Desk,13:08:45
996,Fan996,Merchandise,13:09:00
997,Fan997,Will Call,13:09:15
998,Fan998,Merchandise,13:09:30
999,Fan999,Merchandise,13:09:45
1000,Fan1000,Info Desk,13:10:00
1001,Fan1001,Will Call,13:10:15
1002,Fan1002,Info Desk,13:10:30
1003,Fan1003,Merchandise,13:10:45
1004,Fan1004,Info Desk,13:11:00
1005,Fan1005,Info Desk,13:11:15
1006,Fan1006,Merchandise,13:11:30
1007,Fan1007,Ticket Purchase,13:11:45
1008,Fan1008,Merchandise,13:12:00
1009,Fan1009,Info Desk,13:12:15
1010,Fan1010,Will Call,13:12:30
1011,Fan1011,Will Call,13:12:45
1012,Fan1012,Merchandise,13:13:00
1013,Fan1013,Ticket Purchase,13:13:15
1014,Fan1014,Merchandise,13:13:30
1015,Fan1015,Will Call,13:13:45
1016,Fan1016,Info Desk,13:14:00
1017,Fan1017,Will Call,13:14:15
1018,Fan1018,Will Call,13:14:30
1019,Fan1019,Info Desk,13:14:45
1020,Fan1020,Merchandise,13:15:00
1021,Fan1021,Will Call,13:15:15
1022,Fan1022,Info Desk,13:15:30
1023,Fan1023,Ticket Purchase,13:15:45
1024,Fan1024,Info Desk,13:16:00
1025,Fan1025,Merchandise,13:16:15
1026,Fan1026,Merchandise,13:16:30
1027,Fan1027,Ticket Purchase,13:16:45
1028,Fan1028,Merchandise,13:17:00
1029,Fan1029,Ticket Purchase,13:17:15
1030,Fan1030,Will Call,13:17:30
1031,Fan1031,Info Desk,13:17:45
1032,Fan1032,Ticket Purchase,13:18:00
1033,Fan1033,Info Desk,13:18:15
1034,Fan1034,Info Desk,13:18:30
1035,Fan1035,Will Call,13:18:45
1036,Fan1036,Ticket Purchase,13:19:00
1037,Fan1037,Will Call,13:19:15
1038,Fan1038,Ticket Purchase,13:19:30
1039,Fan1039,Merchandise,13:19:45
1040,Fan1040,Info Desk,13:20:00
1041,Fan1041,Merchandise,13:20:15
1042,Fan1042,Info Desk,13:20:30
1043,Fan1043,Merchandise,13:20:45
1044,Fan1044,Will Call,13:21:00
1045,Fan1045,Info Desk,13:21:15
1046,Fan1046,Info Desk,13:21:30
1047,Fan1047,Ticket Purchase,13:21:45
1048,Fan1048,Info Desk,13:22:00
1049,Fan1049,Will Call,13:22:15
1050,Fan1050,Info Desk,13:22:30
1051,Fan1051,Ticket Purchase,13:22:45
1052,Fan1052,Ticket Purchase,13:23:00
1053,Fan1053,Merchandise,13:23:15
1054,Fan1054,Info Desk,13:23:30
1055,Fan1055,Info Desk,13:23:45
1056,Fan1056,Merchandise,13:24:00
1057,Fan1057,Ticket Purchase,13:24:15
1058,Fan1058,Ticket Purchase,13:24:30
1059,Fan1059,Info Desk,13:24:45
1060,Fan1060,Ticket Purchase,13:25:00
1061,Fan1061,Will Call,13:25:15
1062,Fan1062,Will Call,13:25:30
1063,Fan1063,Ticket Purchase,13:25:45
1064,Fan1064,Info Desk,13:26:00
1065,Fan1065,Info Desk,13:26:15
1066,Fan1066,Will Call,13:26:30
1067,Fan1067,Ticket Purchase,13:26:45
1068,Fan1068,Ticket Purchase,13:27:00
1069,Fan1069,Will Call,13:27:15
1070,Fan1070,Merchandise,13:27:30
1071,Fan1071,Info Desk,13:27:45
1072,Fan1072,Info Desk,13:28:00
1073,Fan1073,Merchandise,13:28:15
1074,Fan1074,Ticket Purchase,13:28:30
1075,Fan1075,Info Desk,13:28:45
1076,Fan1076,Will Call,13:29:00
1077,Fan1077,Merchandise,13:29:15
1078,Fan1078,Merchandise,13:29:30
1079,Fan1079,Merchandise,13:29:45
1080,Fan1080,Merchandise,13:30:00
1081,Fan1081,Info Desk,13:30:15
1082,Fan1082,Merchandise,13:30:30
1083,Fan1083,Merchandise,13:30:45
1084,Fan1084,Info Desk,13:31:00
1085,Fan1085,Ticket Purchase,13:31:15
1086,Fan1086,Merchandise,13:31:30
1087,Fan1087,Ticket Purchase,13:31:45
1088,Fan1088,Will Call,13:32:00
1089,Fan1089,Info Desk,13:32:15
1090,Fan1090,Will Call,13:32:30
1091,Fan1091,Ticket Purchase,13:32:45
1092,Fan1092,Ticket Purchase,13:33:00
1093,Fan1093,Merchandise,13:33:15
1094,Fan1094,Merchandise,13:33:30
1095,Fan1095,Info Desk,13:33:45
1096,Fan1096,Ticket Purchase,13:34:00
1097,Fan1097,Info Desk,13:34:15
1098,Fan1098,Will Call,13:34:30
1099,Fan1099,Ticket Purchase,13:34:45
1100,Fan1100,Ticket Purchase,13:35:00
1101,Fan1101,Info Desk,13:35:15
1102,Fan1102,Info Desk,13:35:30
1103,Fan1103,Ticket Purchase,13:35:45
1104,Fan1104,Info Desk,13:36:00
1105,Fan1105,Merchandise,13:36:15
1106,Fan1106,Ticket Purchase,13:36:30
1107,Fan1107,Merchandise,13:36:45
1108,Fan1108,Info Desk,13:37:00
1109,Fan1109,Merchandise,13:37:15
1110,Fan1110,Will Call,13:37:30
1111,Fan1111,Merchandise,13:37:45
1112,Fan1112,Info Desk,13:38:00
1113,Fan1113,Ticket Purchase,13:38:15
1114,Fan1114,Ticket Purchase,13:38:30
1115,Fan1115,Merchandise,13:38:45
1116,Fan1116,Will Call,13:39:00
1117,Fan1117,Will Call,13:39:15
1118,Fan1118,Will Call,13:39:30
1119,Fan1119,Ticket Purchase,13:39:45
1120,Fan1120,Will Call,13:40:00
1121,Fan1121,Info Desk,13:40:15
1122,Fan1122,Ticket Purchase,13:40:30
1123,Fan1123,Merchandise,13:40:45
1124,Fan1124,Info Desk,13:41:00
1125,Fan1125,Will Call,13:41:15
1126,Fan1126,Will Call,13:41:30
1127,Fan1127,Info Desk,13:41:45
1128,Fan1128,Merchandise,13:42:00
1129,Fan1129,Will Call,13:42:15
1130,Fan1130,Ticket Purchase,13:42:30
1131,Fan1131,Merchandise,13:42:45
1132,Fan1132,Merchandise,13:43:00
1133,Fan1133,Info Desk,13:43:15
1134,Fan1134,Info Desk,13:43:30
1135,Fan1135,Will Call,13:43:45
1136,Fan1136,Ticket Purchase,13:44:00
1137,Fan1137,Merchandise,13:44:15
1138,Fan1138,Info Desk,13:44:30
1139,Fan1139,Info Desk,13:44:45
1140,Fan1140,Ticket Purchase,13:45:00
1141,Fan1141,Info Desk,13:45:15
1142,Fan1142,Will Call,13:45:30
1143,Fan1143,Will Call,13:45:45
1144,Fan1144,Ticket Purchase,13:46:00
1145,Fan1145,Ticket Purchase,13:46:15
1146,Fan1146,Ticket Purchase,13:46:30
1147,Fan1147,Ticket Purchase,13:46:45
1148,Fan1148,Info Desk,13:47:00
1149,Fan1149,Merchandise,13:47:15
1150,Fan1150,Info Desk,13:47:30
1151,Fan1151,Info Desk,13:47:45
1152,Fan1152,Merchandise,13:48:00
1153,Fan1153,Merchandise,13:48:15
1154,Fan1154,Info Desk,13:48:30
1155,Fan1155,Will Call,13:48:45
1156,Fan1156,Merchandise,13:49:00
1157,Fan1157,Will Call,13:49:15
1158,Fan1158,Info Desk,13:49:30
1159,Fan1159,Ticket Purchase,13:49:45
1160,Fan1160,Ticket Purchase,13:50:00
1161,Fan1161,Will Call,13:50:15
1162,Fan1162,Info Desk,13:50:30
1163,Fan1163,Merchandise,13:50:45
1164,Fan1164,Merchandise,13:51:00
1165,Fan1165,Merchandise,13:51:15
1166,Fan1166,Merchandise,13:51:30
1167,Fan1167,Will Call,13:51:45
1168,Fan1168,Ticket Purchase,13:52:00
1169,Fan1169,Will Call,13:52:15
1170,Fan1170,Merchandise,13:52:30
1171,Fan1171,Merchandise,13:52:45
1172,Fan1172,Will Call,13:53:00
1173,Fan1173,Will Call,13:53:15
1174,Fan1174,Will Call,13:53:30
1175,Fan1175,Merchandise,13:53:45
1176,Fan1176,Merchandise,13:54:00
1177,Fan1177,Merchandise,13:54:15
1178,Fan1178,Will Call,13:54:30
1179,Fan1179,Ticket Purchase,13:54:45
1180,Fan1180,Merchandise,13:55:00
1181,Fan1181,Merchandise,13:55:15
1182,Fan1182,Info Desk,13:55:30
1183,Fan1183,Info Desk,13:55:45
1184,Fan1184,Info Desk,13:56:00
1185,Fan1185,Info Desk,13:56:15
1186,Fan1186,Will Call,13:56:30
1187,Fan1187,Info Desk,13:56:45
1188,Fan1188,Ticket Purchase,13:57:00
1189,Fan1189,Will Call,13:57:15
1190,Fan1190,Info Desk,13:57:30
1191,Fan1191,Will Call,13:57:45
1192,Fan1192,Info Desk,13:58:00
1193,Fan1193,Merchandise,13:58:15
1194,Fan1194,Will Call,13:58:30
1195,Fan1195,Merchandise,13:58:45
1196,Fan1196,Ticket Purchase,13:59:00
1197,Fan1197,Info Desk,13:59:15
1198,Fan1198,Ticket Purchase,13:59:30
1199,Fan1199,Ticket Purchase,13:59:45
1200,Fan1200,Will Call,14:00:00
1201,Fan1201,Will Call,14:00:15
1202,Fan1202,Merchandise,14:00:30
1203,Fan1203,Info Desk,14:00:45
1204,Fan1204,Info Desk,14:01:00
1205,Fan1205,Info Desk,14:01:15
1206,Fan1206,Ticket Purchase,14:01:30
1207,Fan1207,Info Desk,14:01:45
1208,Fan1208,Will Call,14:02:00
1209,Fan1209,Info Desk,14:02:15
1210,Fan1210,Info Desk,14:02:30
1211,Fan1211,Ticket Purchase,14:02:45
1212,Fan1212,Will Call,14:03:00
1213,Fan1213,Ticket Purchase,14:03:15
1214,Fan1214,Info Desk,14:03:30
1215,Fan1215,Merchandise,14:03:45
1216,Fan1216,Info Desk,14:04:00
1217,Fan1217,Merchandise,14:04:15
1218,Fan1218,Ticket Purchase,14:04:30
1219,Fan1219,Info Desk,14:04:45
1220,Fan1220,Info Desk,14:05:00
1221,Fan1221,Merchandise,14:05:15
1222,Fan1222,Ticket Purchase,14:05:30
1223,Fan1223,Ticket Purchase,14:05:45
1224,Fan1224,Ticket Purchase,14:06:00
1225,Fan1225,Info Desk,14:06:15
1226,Fan1226,Info Desk,14:06:30
1227,Fan1227,Info Desk,14:06:45
1228,Fan1228,Merchandise,14:07:00
1229,Fan1229,Merchandise,14:07:15
1230,Fan1230,Ticket Purchase,14:07:30
1231,Fan1231,Ticket Purchase,14:07:45
1232,Fan1232,Info Desk,14:08:00
1233,Fan1233,Merchandise,14:08:15
1234,Fan1234,Ticket Purchase,14:08:30
1235,Fan1235,Merchandise,14:08:45
1236,Fan1236,Will Call,14:09:00
1237,Fan1237,Will Call,14:09:15
1238,Fan1238,Ticket Purchase,14:09:30
1239,Fan1239,Will Call,14:09:45
1240,Fan1240,Ticket Purchase,14:10:00
1241,Fan1241,Will Call,14:10:15
1242,Fan1242,Info Desk,14:10:30
1243,Fan1243,Merchandise,14:10:45
1244,Fan1244,Ticket Purchase,14:11:00
1245,Fan1245,Will Call,14:11:15
1246,Fan1246,Info Desk,14:11:30
1247,Fan1247,Will Call,14:11:45
1248,Fan1248,Info Desk,14:12:00
1249,Fan1249,Merchandise,14:12:15
1250,Fan1250,Info Desk,14:12:30
1251,Fan1251,Will Call,14:12:45
1252,Fan1252,Info Desk,14:13:00
1253,Fan1253,Merchandise,14:13:15
1254,Fan1254,Will Call,14:13:30
1255,Fan1255,Will Call,14:13:45
1256,Fan1256,Ticket Purchase,14:14:00
1257,Fan1257,Will Call,14:14:15
1258,Fan1258,Will Call,14:14:30
1259,Fan1259,Will Call,14:14:45
1260,Fan1260,Ticket Purchase,14:15:00
1261,Fan1261,Will Call,14:15:15
1262,Fan1262,Merchandise,14:15:30
1263,Fan1263,Will Call,14:15:45
1264,Fan1264,Info Desk,14:16:00
1265,Fan1265,Merchandise,14:16:15
1266,Fan1266,Will Call,14:16:30
1267,Fan1267,Merchandise,14:16:45
1268,Fan1268,Merchandise,14:17:00
1269,Fan1269,Will Call,14:17:15
1270,Fan1270,Info Desk,14:17:30
1271,Fan1271,Will Call,14:17:45
1272,Fan1272,Info Desk,14:18:00
1273,Fan1273,Ticket Purchase,14:18:15
1274,Fan1274,Ticket Purchase,14:18:30
1275,Fan1275,Ticket Purchase,14:18:45
1276,Fan1276,Ticket Purchase,14:19:00
1277,Fan1277,Info Desk,14:19:15
1278,Fan1278,Ticket Purchase,14:19:30
1279,Fan1279,Merchandise,14:19:45
1280,Fan1280,Ticket Purchase,14:20:00
1281,Fan1281,Ticket Purchase,14:20:15
1282,Fan1282,Info Desk,14:20:30
1283,Fan1283,Ticket Purchase,14:20:45
1284,Fan1284,Merchandise,14:21:00
1285,Fan1285,Merchandise,14:21:15
1286,Fan1286,Merchandise,14:21:30
1287,Fan1287,Will Call,14:21:45
1288,Fan1288,Ticket Purchase,14:22:00
1289,Fan1289,Will Call,14:22:15
1290,Fan1290,Ticket Purchase,14:22:30
1291,Fan1291,Info Desk,14:22:45
1292,Fan1292,Ticket Purchase,14:23:00
1293,Fan1293,Merchandise,14:23:15
1294,Fan1294,Merchandise,14:23:30
1295,Fan1295,Merchandise,14:23:45
1296,Fan1296,Info Desk,14:24:00
1297,Fan1297,Merchandise,14:24:15
1298,Fan1298,Merchandise,14:24:30
1299,Fan1299,Ticket Purchase,14:24:45
1300,Fan1300,Will Call,14:25:00
1301,Fan1301,Ticket Purchase,14:25:15
1302,Fan1302,Merchandise,14:25:30
1303,Fan1303,Ticket Purchase,14:25:45
1304,Fan1304,Info Desk,14:26:00
1305,Fan1305,Will Call,14:26:15
1306,Fan1306,Will Call,14:26:30
1307,Fan1307,Will Call,14:26:45
1308,Fan1308,Merchandise,14:27:00
1309,Fan1309,Will Call,14:27:15
1310,Fan1310,Ticket Purchase,14:27:30
1311,Fan1311,Will Call,14:27:45
1312,Fan1312,Will Call,14:28:00
1313,Fan1313,Merchandise,14:28:15
1314,Fan1314,Merchandise,14:28:30
1315,Fan1315,Ticket Purchase,14:28:45
1316,Fan1316,Info Desk,14:29:00
1317,Fan1317,Info Desk,14:29:15
1318,Fan1318,Will Call,14:29:30
1319,Fan1319,Merchandise,14:29:45
1320,Fan1320,Merchandise,14:30:00
1321,Fan1321,Merchandise,14:30:15
1322,Fan1322,Merchandise,14:30:30
1323,Fan1323,Merchandise,14:30:45
1324,Fan1324,Will Call,14:31:00
1325,Fan1325,Info Desk,14:31:15
1326,Fan1326,Merchandise,14:31:30
1327,Fan1327,Info Desk,14:31:45
1328,Fan1328,Ticket Purchase,14:32:00
1329,Fan1329,Info Desk,14:32:15
1330,Fan1330,Info Desk,14:32:30
1331,Fan1331,Ticket Purchase,14:32:45
1332,Fan1332,Merchandise,14:33:00
1333,Fan1333,Info Desk,14:33:15
1334,Fan1334,Merchandise,14:33:30
1335,Fan1335,Will Call,14:33:45
1336,Fan1336,Will Call,14:34:00
1337,Fan1337,Will Call,14:34:15
1338,Fan1338,Merchandise,14:34:30
1339,Fan1339,Will Call,14:34:45
1340,Fan1340,Ticket Purchase,14:35:00
1341,Fan1341,Will Call,14:35:15
1342,Fan1342,Will Call,14:35:30
1343,Fan1343,Info Desk,14:35:45
1344,Fan1344,Ticket Purchase,14:36:00
1345,Fan1345,Merchandise,14:36:15
1346,Fan1346,Ticket Purchase,14:36:30
1347,Fan1347,Ticket Purchase,14:36:45
1348,Fan1348,Info Desk,14:37:00
1349,Fan1349,Will Call,14:37:15
1350,Fan1350,Ticket Purchase,14:37:30
1351,Fan1351,Ticket Purchase,14:37:45
1352,Fan1352,Info Desk,14:38:00
1353,Fan1353,Will Call,14:38:15
1354,Fan1354,Merchandise,14:38:30
1355,Fan1355,Ticket Purchase,14:38:45
1356,Fan1356,Info Desk,14:39:00
1357,Fan1357,Merchandise,14:39:15
1358,Fan1358,Ticket Purchase,14:39:30
1359,Fan1359,Will Call,14:39:45
1360,Fan1360,Will Call,14:40:00
1361,Fan1361,Info Desk,14:40:15
1362,Fan1362,Merchandise,14:40:30
1363,Fan1363,Will Call,14:40:45
1364,Fan1364,Info Desk,14:41:00
1365,Fan1365,Merchandise,14:41:15
1366,Fan1366,Ticket Purchase,14:41:30
1367,Fan1367,Will Call,14:41:45
1368,Fan1368,Merchandise,14:42:00
1369,Fan1369,Info Desk,14:42:15
1370,Fan1370,Merchandise,14:42:30
1371,Fan1371,Ticket Purchase,14:42:45
1372,Fan1372,Merchandise,14:43:00
1373,Fan1373,Ticket Purchase,14:43:15
1374,Fan1374,Merchandise,14:43:30
1375,Fan1375,Ticket Purchase,14:43:45
1376,Fan1376,Will Call,14:44:00
1377,Fan1377,Will Call,14:44:15
1378,Fan1378,Info Desk,14:44:30
1379,Fan1379,Ticket Purchase,14:44:45
1380,Fan1380,Info Desk,14:45:00
1381,Fan1381,Ticket Purchase,14:45:15
1382,Fan1382,Will Call,14:45:30
1383,Fan1383,Ticket Purchase,14:45:45
1384,Fan1384,Ticket Purchase,14:46:00
1385,Fan1385,Ticket Purchase,14:46:15
1386,Fan1386,Merchandise,14:46:30
1387,Fan1387,Merchandise,14:46:45
1388,Fan1388,Info Desk,14:47:00
1389,Fan1389,Will Call,14:47:15
1390,Fan1390,Ticket Purchase,14:47:30
1391,Fan1391,Info Desk,14:47:45
1392,Fan1392,Merchandise,14:48:00
